Song,WordCount
In a pale blue spotlite        a figure spins around a voice calls out 2 u   Baby do you like the sound       The undulating acrobat ready 2 do ur bidding says    Come U must let me dress u      but 1st I must do a fitting      Do u like fast Or do u like it slow   I know its better if we make it up as we go and oh by the way tell me now whats ur name  Ill let it sweeten my tongue just once     and never speak it again        since this is our little secret       Untarnished memory in a pale blue spotlite      Let me hear u scream if ure ready 4    One nite alone with me       ,117
