Name,WordCount
I gave my love I gave my life I gave my body and mind   We were inseparable  I guess I gave u all of my time     And now u plead insanity and u dont even know the score     Why cant u learn 2 play the game          Baby dont u know that u need more More more more      U need another lover like u need a hole in yo head baby baby   U know there aint no other            that can do the duty in your bed yeah        We were brothers and sisters             United all for love             Now all of the sudden all of the sudden         U try 2 fight it try 2 fight it        U say youve had enough say uve had enough        Even though we had big fun even though we had big fun     u want another someone u want another someone          Yo happily ever after be Sure as theres a sun       Sure as theres a sun Im gonna be the 1       Im gonna be the 1 and if u dont understand       u dont understand face to face face to face        Baby Ill tell u down on my knee yeah        U need another lover like u need a hole in yo head baby baby   U know there aint no other            that can do the duty in your bed          Solo solo                  sing it               Oh Lord               U need another lover             U know there aint no other           U need another lover like u need a hole in yo head     Hole in yo head  Hole in yo head         U need another lover like u need a hole a hole a hole a hole  U need another lover             U know there aint no other           Theres gonna be a riot if u dont clap your hands      if u dont make that funky stand  Everybody          U know there aint no other                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,304
