Name,WordCount
Dont worry I wont hurt U           I only want U 2 have some fun         I was dreamin when I wrote this          Forgive me if it goes astray           But when I woke up this mornin          Coulda sworn it was judgment day           The sky was all purple             there were people runnin everywhere            Tryin 2 run from the destruction            U know I didnt even care           Cuz they say two thousand zero zero party over         oops out of time             So tonight Im gonna party like its 1999         I was dreamin when I wrote this          So sue me if I go 2 fast         But life is just a party and parties werent meant 2 last     War is all around us my mind says prepare 2 fight      So if I gotta die Im gonna listen 2 my body tonight     Yeah they say two thousand zero zero party over        oops out of time             So tonight Im gonna party like its 1999         Yeah                Lemme tell ya somethin             If U didnt come 2 party            dont bother knockin on my door           I got a lion in my pocket           and baby hes ready 2 roar           Yeah everybodys got a bomb             we could all die any day           But before Ill let that happen            Ill dance my life away            Oh they say two thousand zero zero party over         oops out of time              Were runnin outta time Tonight Im gonna          So tonight we gonna party like its 1999         we gonna oww              Say it 1 more time            Two thousand zero zero party over oops           out of time               No no Tonight Im gonna            So tonight we gonna party like its 1999          we gonna oww              Alright its 1999              You say it 1999             1999                1999 dont stop dont stop say it 1 more time       Two thousand zero zero party over           oops out of time              Yeah yeah Tonight Im gonna            So tonight we gonna party like its 1999          we gonna oww              Yeah 1999 1999              Dontcha wanna go 1999             Dontcha wanna go 1999             We could all die any day 1999          I dont wanna die              Id rather dance my life away 1999          Listen 2 what Im tryin 2 say          Everybody everybody say party             Cmon now U say party            Thats right everybody say Party            Cant run from the revelation no Party          Sing it 4 your nation yall Party          Tell me what youre singin baby say Party         Telephones a ringin mama Party            Cmon cmon U say Party            Everybody  two times  Party             Work it down 2 the ground say Party         Party                Come on take my body baby Party          Thats right cmon sing the song Party          Party                Thats right Party              Got a lion in my pocket mama say Party        Oh and hes ready 2 roar Party          Mommy why does everybody have a bomb          Mommy why does everybody have a bomb            ,455
